,airline_sentiment,negativereason,airline,text_clean
394,1,Flight Booking Problems,Virgin America,pulling hair trying book flight u site not work iphone ipad not computer help
395,0,,Virgin America,thank
396,1,Customer Service Issue,Virgin America,get help support ticket 15 days incident 150202 000419 thank
397,0,,Virgin America,good home texas moodlighting http co n3bvzty3zi
398,1,Bad Flight,Virgin America,cannot even open laptop seat 4c paid premium let
399,1,Bad Flight,Virgin America,seat 4c cannot even open laptop paid extra seat
400,0,,Virgin America,guys starting flights end month guess still road tripping feb 27
401,0,,Virgin America,thanks needing way make austin trips dca come
402,0,,Virgin America,announced new route austin w fares 39 way http co ga8pbamu0c
403,0,,Virgin America,really sprint thought guys kewl 0 0
404,0,,Virgin America,cool never ur planes
405,0,,Virgin America,39 dollar lax las fares
406,0,,Virgin America,great well deserved
407,1,Customer Service Issue,Virgin America,fyi info virginamerica com email address say contact password reset emails not exist emails bounce
408,1,Customer Service Issue,Virgin America,status match 2 weeks gone no news flt next week hope flt count towards requirement cust svc no help
409,1,Customer Service Issue,Virgin America,website sucks donkey dicks thought know best
410,0,,Virgin America,still develop app favorite airline
411,1,Can't Tell,Virgin America,crap channels pay watch uk tv
412,0,,Virgin America,got set thanks
413,0,,Virgin America,no channel year
414,0,,Virgin America,thing see passbook virgin mobile mexico integrate
415,0,,Virgin America,giants virgin america match made heaven
416,0,,Virgin America,thank goodness also see friday nwk gt sf boom
417,1,Can't Tell,Virgin America,come not iphone app still using making waste paper
418,1,Customer Service Issue,Virgin America,back seat entertainment system not accept credit cards apostrophe surname apostrophefail
419,1,longlines,Virgin America,vx use 6 lga slots instead 4 today adding aus makes less likely
420,0,,Virgin America,helping step tinder game tindertips tinderchamp http co jbmvvha63a
421,0,,Virgin America,luv ur people product 1 thing u charge herbal tea not black tea not caffeine drinker
422,0,,Virgin America,thank see soon excited see expansion destinations spread wings
423,0,,Virgin America,announces new nonstop connecting austinairport amp dallaslovefield 39 intro http co qxnoaqtyn8 http co jk7qmdfqgf
424,0,,Virgin America,adds austin dallas love field route http co xwjol55flh http co y8aormfkac
425,1,Flight Booking Problems,Virgin America,sad learn no longer fly sfo gt phl hope returns
426,0,,Virgin America,tweet cancelled flight chng fee flight rebook one affiliates afiliates
427,0,,Virgin America,incredible customer service ever experienced refreshing
428,0,,Virgin America,see virginamerica come philadelphia phl
429,0,,Virgin America,dreaming really open route dallas austin mean houston might next
430,0,,Virgin America,omg finally
431,0,,Virgin America,start 5xweekly a319 flights dallas dallaslovefield austin 28apr avgeek
432,0,,Virgin America,nice see expanding texas not forget us sandiego would love see flights
433,1,Bad Flight,Virgin America,kinda sucked earphone jack not work flight may want look future passengers
434,1,Bad Flight,Virgin America,poor experience first computer problem seat malfunction stuck missing meeting san diego
435,0,,Virgin America,battle dallaslovefield austinairport route http co 6rlz0ebk2x via usatoday
436,0,,Virgin America,thankyou dal aus route makes day
437,0,,Virgin America,virginamerica awesome deals dal aus 39 way https co xcvqxykg49
438,0,,Virgin America,miss nerdbird san jose
439,0,,Virgin America,love taking backyard consumers win biz competes
440,0,,Virgin America,flying love austin excellent news
441,0,,Virgin America,make every vx plane nerdbird austin one getting nerd love
442,0,,Virgin America,please add frequency pdx portland
443,0,,Virgin America,congrats vx new route
444,1,Cancelled Flight,Virgin America,tried offered charge additional 1k new ticket stranded thurs 1st time last time
445,0,,Virgin America,u help flights get 2y old battling cancer needs treatment freyabevan fund
446,1,Can't Tell,Virgin America,never bad experience one took cake extortion carry items well
447,1,Damaged Luggage,Virgin America,spend 5 hours worrying items carryon would broken stolen since could not carry plane lock bag
448,1,Flight Attendant Complaints,Virgin America,group e told no room bins got plane room least 4 bags row
449,1,Bad Flight,Virgin America,thanks making flight lax jfk nightmare forcing check carry bag gate 1
450,1,Customer Service Issue,Virgin America,lots flights book site not working phone waiting 10 minutes
451,0,,Virgin America,flight artisanal cheese wine pairing
452,0,,Virgin America,virgin america fly direct seattle nyc boston
453,0,,Virgin America,classy
454,0,,Virgin America,sure lot 747 777 jfk lhr flights go lot faster 513mph strong tailwind
455,0,,Virgin America,minus 32 minutes elevate silver upgrade window opens freeneversucks
456,0,,Virgin America,save 871 tomorrow
457,1,Late Flight,Virgin America,taking 12 years fly home dallas get shit together
458,0,,Virgin America,jezziegoldz club virgin bumping new york http co haqc7gdg7c
459,0,,Virgin America,jezziegoldz would rough trip luckily virginamerica flight weather
460,0,,Virgin America,thestarter
461,0,,Virgin America,please come minneapolis st paul
462,0,,Virgin America,yes fyi bff
463,0,,Virgin America,another perfect flight come planes sun visors stay carriers make raise
464,0,,Virgin America,nice rt man steel might faster wifi saying sciencebehindtheexperience http co fgrbpazsix
465,0,,Virgin America,love dancing little richard cool beans
466,0,,Virgin America,use passbook still love though lt 3 use email future
467,0,,Virgin America,thanks free birthday points right
468,0,,Virgin America,application ios looking saw virgin mexico lt 3
469,1,Customer Service Issue,Virgin America,man steel flies cities though frequency
470,0,,Virgin America,thanks much sharing added site http co tsvibtvt8h
471,0,,Virgin America,good point
472,0,,Virgin America,heard virgin mobile hotspot
473,0,,Virgin America,got cheese plate flights
474,0,,Virgin America,flights
475,0,,Virgin America,dad segway best part whole infographic
476,0,,Virgin America,plans short haul airline europe would defiantly fly guys
477,0,,Virgin America,wifi better seating
478,0,,Virgin America,come abc one network channels not
479,1,Customer Service Issue,Virgin America,started flight scolding using overhead bin offered person seated next
480,0,,Virgin America,not great return calls day could not ask myvxexperience
481,1,Cancelled Flight,Virgin America,airlines not cancelled flighting flights bos helping customers get home virgin saying good luck
482,0,,Virgin America,dear virgin customer stranded sf 3 days amp 1000cost least accommodate
483,0,,Virgin America,use next airline commercial lol http co pxexilsjbs
484,1,Customer Service Issue,Virgin America,grouping virgin others bos weather exposed actual cus serv model never flight booking problems virgin
485,1,Customer Service Issue,Virgin America,one travelers affected boston storm shocked virgin complete apathy toward customers
486,1,Customer Service Issue,Virgin America,umm no reason someone different contact contact get definitive answer
487,1,Flight Booking Problems,Virgin America,virginamerica trying make change advance not 24 hours prior tried online earlier wanted 300 change fees
488,0,,Virgin America,loyal driving nyc pa fly virgin since cut philly flights
489,0,,Virgin America,virginamerica way change main cabin main cabin select flight without paying change fee penalty
490,0,,Virgin America,guys perfect always lt 3 wervirgin
491,0,,Virgin America,thanks best customer service left industry
492,0,,Virgin America,give silver status 12 months
493,0,,Virgin America,really wish would fly fargo fargoairport fares amazings
494,1,Bad Flight,Virgin America,mood lighting point reclining seat kickin feet
495,1,Late Flight,Virgin America,flight 6000 scheduled 1pm departure still says time no plane gate update long delay
496,1,Customer Service Issue,Virgin America,group got cancelled flightlation fees waived not ticket booked 2 18 reps no help either
497,0,,Virgin America,sign bonuses enroll elevate
498,0,,Virgin America,got 1pm newark home la folks ewr incredible letsgohome
499,0,,Virgin America,morning question regarding elevate points amp flights dm
500,0,,Virgin America,still waiting see starryeyes dev
501,0,,Virgin America,wondering guys recieved dm able potentially respond asap
502,0,,Virgin America,flying lax sfo looking awesome movie lineup actually wish long haul
503,0,,Virgin America,book town fares 59 way restr http co xrdtov7nl8 http co 4y78byackc jenniferdawnpro
504,0,,United,thanks
505,0,,United,thanks taking care mr happy customer
506,1,Cancelled Flight,United,still no refund word via dm please resolve issue cancelled flightled flight useless assistant trip
507,1,Late Flight,United,delayed due lack crew delayed long line deicing still need improve service united
508,0,,United,thanks filled luck common
509,1,Can't Tell,United,eri ord express connections hugely popular could eri ewr hop
510,0,,United,even international flight glasgow u orlando newark 90 mins
511,1,Can't Tell,United,think boarded flight au1066 early think
512,0,,United,understand tough no way get airport w serious risk accident steep price
513,1,Bad Flight,United,gate agent hooked alternate flights way prevent constant issues would rock
514,0,,United,flying gla mco weeks long airport departure international domestic ta
515,0,,United,thanks
516,0,,United,thanks ticket
517,0,,United,not law policy
518,1,Flight Booking Problems,United,worst nonrefundable first class tickets oh select global fc system auto selects economy w upgrade
519,1,Customer Service Issue,United,cheertymedad buy tix 3 days flight not transfer tix flawed security logic flawed customer service
